id,svenska,ordklass,förklaring_sv,kort_förklaring_sv,suomeksi,område,källa_url
156,rhizom,substantiv,"rhizom är ett centralt substantiv inom forskningsmetod, metodologi och analysarbete. Det fungerar som ett analytiskt ord för att ringa in ett fenomen, en relation eller en praktik som behöver beskrivas mer noggrant än i vardagsspråk. Det är särskilt användbart när ett forskningsprojekt planeras, genomförs, dokumenteras och tolkas. Begreppet gör det lättare att beskriva vad forskaren faktiskt gör och vilka val som formar resultatet.",Begrepp för forskningsprocessens arbete.,juurakko / rhizome,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
157,spår,substantiv,"Med spår avses här ett begrepp som hjälper till att namnge något som påverkar hur kunskap, erfarenhet eller betydelse skapas. I forskningsmetod, metodologi och analysarbete används ordet för att uppmärksamma hur material samlas in, bearbetas, läses, analyseras och görs trovärdigt. Det ger forskaren ett språk för att ställa mer precisa frågor.",Begrepp för forskningsprocessens arbete.,jälki,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
158,transkription,substantiv,"Med transkription avses här ett begrepp som hjälper till att namnge något som påverkar hur kunskap, erfarenhet eller betydelse skapas. I forskningsmetod, metodologi och analysarbete används ordet för att uppmärksamma hur material samlas in, bearbetas, läses, analyseras och görs trovärdigt. Det ger forskaren ett språk för att ställa mer precisa frågor.",Begrepp för forskningsprocessens arbete.,transkriptio,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
159,kodning,substantiv,"Med kodning avses här ett begrepp som hjälper till att namnge något som påverkar hur kunskap, erfarenhet eller betydelse skapas. I forskningsmetod, metodologi och analysarbete används ordet för att uppmärksamma hur material samlas in, bearbetas, läses, analyseras och görs trovärdigt. Det ger forskaren ett språk för att ställa mer precisa frågor.",Ordnar material för analytiskt arbete.,koodaus,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
160,kategori,substantiv,"kategori är ett ord man använder när man vill beskriva ett forskningsobjekt, ett material eller en pedagogisk situation mer nyanserat. Det gör det möjligt att skilja mellan olika betydelser och nivåer i analysen. I forskningsmetod, metodologi och analysarbete används termen för att analysera hur material samlas in, bearbetas, läses, analyseras och görs trovärdigt. Begreppet gör det lättare att beskriva vad forskaren faktiskt gör och vilka val som formar resultatet.",Begrepp för forskningsprocessens arbete.,kategoria,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
161,tema,substantiv,"Som forskningsbegrepp pekar tema på något som inte bara ska definieras, utan också undersökas i sina sammanhang. Ordet hjälper en att se vilka relationer, värden, handlingar eller villkor som påverkar situationen. I forskningsmetod, metodologi och analysarbete riktas uppmärksamheten särskilt mot hur material samlas in, bearbetas, läses, analyseras och görs trovärdigt.",Begrepp för forskningsprocessens arbete.,teema,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
162,analytisk lins,substantiv,"analytisk lins är ett centralt substantiv inom forskningsmetod, metodologi och analysarbete. Det fungerar som ett analytiskt ord för att ringa in ett fenomen, en relation eller en praktik som behöver beskrivas mer noggrant än i vardagsspråk. Det är särskilt användbart när ett forskningsprojekt planeras, genomförs, dokumenteras och tolkas. Begreppet gör det lättare att beskriva vad forskaren faktiskt gör och vilka val som formar resultatet.",Begrepp för forskningsprocessens arbete.,analyyttinen linssi,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
163,teoretiskt ramverk,substantiv,"teoretiskt ramverk betecknar ett fenomen eller en dimension som blir viktig när man analyserar texter, bilder, material, undervisningssituationer eller forskningsprocesser. Begreppet hör hemma i forskningsmetod, metodologi och analysarbete och används när ett forskningsprojekt planeras, genomförs, dokumenteras och tolkas. Begreppet gör det lättare att beskriva vad forskaren faktiskt gör och vilka val som formar resultatet.",Ger begreppsliga tolkningsramar.,teoreettinen viitekehys,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
164,metodologi,substantiv,"metodologi är ett ord man använder när man vill beskriva ett forskningsobjekt, ett material eller en pedagogisk situation mer nyanserat. Det gör det möjligt att skilja mellan olika betydelser och nivåer i analysen. I forskningsmetod, metodologi och analysarbete används termen för att analysera hur material samlas in, bearbetas, läses, analyseras och görs trovärdigt. Begreppet gör det lättare att beskriva vad forskaren faktiskt gör och vilka val som formar resultatet.",Styr forskningsprocessens logik.,metodologia,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
165,metod,substantiv,"metod är ett ord man använder när man vill beskriva ett forskningsobjekt, ett material eller en pedagogisk situation mer nyanserat. Det gör det möjligt att skilja mellan olika betydelser och nivåer i analysen. I forskningsmetod, metodologi och analysarbete används termen för att analysera hur material samlas in, bearbetas, läses, analyseras och görs trovärdigt. Begreppet gör det lättare att beskriva vad forskaren faktiskt gör och vilka val som formar resultatet.",Anger sätt att undersöka något.,menetelmä,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
166,reflexivitet,substantiv,"reflexivitet är ett ord man använder när man vill beskriva ett forskningsobjekt, ett material eller en pedagogisk situation mer nyanserat. Det gör det möjligt att skilja mellan olika betydelser och nivåer i analysen. I forskningsmetod, metodologi och analysarbete används termen för att analysera hur material samlas in, bearbetas, läses, analyseras och görs trovärdigt. Begreppet gör det lättare att beskriva vad forskaren faktiskt gör och vilka val som formar resultatet.",Granskar den egna forskarrollen.,refleksiivisyys,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
167,forskarposition,substantiv,"forskarposition är ett centralt substantiv inom forskningsmetod, metodologi och analysarbete. Det fungerar som ett analytiskt ord för att ringa in ett fenomen, en relation eller en praktik som behöver beskrivas mer noggrant än i vardagsspråk. Det är särskilt användbart när ett forskningsprojekt planeras, genomförs, dokumenteras och tolkas. Begreppet gör det lättare att beskriva vad forskaren faktiskt gör och vilka val som formar resultatet.",Begrepp för forskningsprocessens arbete.,tutkijapositio,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
168,validitet,substantiv,"Som forskningsbegrepp pekar validitet på något som inte bara ska definieras, utan också undersökas i sina sammanhang. Ordet hjälper en att se vilka relationer, värden, handlingar eller villkor som påverkar situationen. I forskningsmetod, metodologi och analysarbete riktas uppmärksamheten särskilt mot hur material samlas in, bearbetas, läses, analyseras och görs trovärdigt.",Bedömer forskningens trovärdighet.,validiteetti,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
169,reliabilitet,substantiv,"reliabilitet betecknar ett fenomen eller en dimension som blir viktig när man analyserar texter, bilder, material, undervisningssituationer eller forskningsprocesser. Begreppet hör hemma i forskningsmetod, metodologi och analysarbete och används när ett forskningsprojekt planeras, genomförs, dokumenteras och tolkas. Begreppet gör det lättare att beskriva vad forskaren faktiskt gör och vilka val som formar resultatet.",Bedömer forskningens trovärdighet.,reliabiliteetti,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
170,trovärdighet,substantiv,"trovärdighet är ett centralt substantiv inom forskningsmetod, metodologi och analysarbete. Det fungerar som ett analytiskt ord för att ringa in ett fenomen, en relation eller en praktik som behöver beskrivas mer noggrant än i vardagsspråk. Det är särskilt användbart när ett forskningsprojekt planeras, genomförs, dokumenteras och tolkas. Begreppet gör det lättare att beskriva vad forskaren faktiskt gör och vilka val som formar resultatet.",Begrepp för forskningsprocessens arbete.,uskottavuus,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
171,generaliserbarhet,substantiv,"Som forskningsbegrepp pekar generaliserbarhet på något som inte bara ska definieras, utan också undersökas i sina sammanhang. Ordet hjälper en att se vilka relationer, värden, handlingar eller villkor som påverkar situationen. I forskningsmetod, metodologi och analysarbete riktas uppmärksamheten särskilt mot hur material samlas in, bearbetas, läses, analyseras och görs trovärdigt.",Begrepp för forskningsprocessens arbete.,yleistettävyys,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
172,överförbarhet,substantiv,"överförbarhet betecknar ett fenomen eller en dimension som blir viktig när man analyserar texter, bilder, material, undervisningssituationer eller forskningsprocesser. Begreppet hör hemma i forskningsmetod, metodologi och analysarbete och används när ett forskningsprojekt planeras, genomförs, dokumenteras och tolkas. Begreppet gör det lättare att beskriva vad forskaren faktiskt gör och vilka val som formar resultatet.",Begrepp för forskningsprocessens arbete.,siirrettävyys,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
173,etikprövning,substantiv,"Med etikprövning avses här ett begrepp som hjälper till att namnge något som påverkar hur kunskap, erfarenhet eller betydelse skapas. I forskningsmetod, metodologi och analysarbete används ordet för att uppmärksamma hur material samlas in, bearbetas, läses, analyseras och görs trovärdigt. Det ger forskaren ett språk för att ställa mer precisa frågor.",Rör etiskt ansvar i forskning.,eettinen ennakkoarviointi,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
174,samtycke,substantiv,"Med samtycke avses här ett begrepp som hjälper till att namnge något som påverkar hur kunskap, erfarenhet eller betydelse skapas. I forskningsmetod, metodologi och analysarbete används ordet för att uppmärksamma hur material samlas in, bearbetas, läses, analyseras och görs trovärdigt. Det ger forskaren ett språk för att ställa mer precisa frågor.",Begrepp för forskningsprocessens arbete.,suostumus,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
175,anonymisering,substantiv,"Som forskningsbegrepp pekar anonymisering på något som inte bara ska definieras, utan också undersökas i sina sammanhang. Ordet hjälper en att se vilka relationer, värden, handlingar eller villkor som påverkar situationen. I forskningsmetod, metodologi och analysarbete riktas uppmärksamheten särskilt mot hur material samlas in, bearbetas, läses, analyseras och görs trovärdigt.",Begrepp för forskningsprocessens arbete.,anonymisointi,forskningsmetod och metodologi,https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A1788345
